,CODE_HEAT,SUBWAY_STATION,SUBWAY_LINE,DISPOSAL_TYPE,CODE_ECON,KAPTD_CCCNT,WELFARE_FACILITY,KAPT_BCOMPANY,KAPT_USEDATE,KAPTD_WTIMEBUS,KAPTD_WTIMESUB,CODE_HALL,CODE_SALE,EDUCATION_FACILITY,KAPT_CODE
0,개별난방,-,-,도포식,단일계약,31,"관리사무소, 노인정, 어린이놀이터, 커뮤니티공간, 자전거보관소",남일건설,1994-04-15,5~10분이내,10~15분이내,계단식,분양,중학교(정광중교) 고등학교(정광고교),A50680205
0,개별난방,-,1호선,도포식,기타,31,"관리사무소, 노인정, 어린이놀이터, 커뮤니티공간, 자전거보관소",대덕건설,1993-12-01,5~10분이내,15~20분이내,복도식,분양,초등학교(송정동초등학교) 중학교(정광중교) 고등학교(정광고교) 대학교(광주여자대학교),A50680209
0,개별난방,-,-,독이식,단일계약,23,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",대화건설,1995-06-29,5~10분이내,-,계단식,분양,초등학교(송정중앙초교) 중학교(정광중) 고등학교(정광고),A50680201
0,개별난방,-,-,독이식,단일계약,80,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",(주)모아주택건설,2000-11-24,5~10분이내,20분초과,혼합식,분양,초등학교(어룡초교) 중학교(정광중교) 고등학교(정광고교) 대학교(광주여대),A50679715
0,개별난방,-,-,독이식,기타,35,"관리사무소, 노인정, 어린이놀이터",서라건설,1995-03-24,5~10분이내,-,계단식,분양,초등학교(송정중앙초교) 중학교(정광중) 고등학교(정광고),A50604008
0,개별난방,송정공원역,1호선,독이식,단일계약,24,"관리사무소, 노인정, 어린이놀이터, 자전거보관소, 기타",서라건설,1995-11-13,5~10분이내,15~20분이내,복도식,분양,초등학교(송정중앙초교) 중학교(정광중) 고등학교(정광고),A50680303
0,개별난방,-,1호선,독이식,단일계약,39,"관리사무소, 노인정, 어린이놀이터",파인빌(주),2004-07-27,5분이내,20분초과,계단식,분양,초등학교(어룡초등학교) 중학교(정광중학교) 고등학교(정광고등학교) 대학교(광주여자대학교),A50680206
0,개별난방,-,1호선,독이식,단일계약,43,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",(주)모아주택산업,2017-06-02,5분이내,10~15분이내,계단식,분양,초등학교() 중학교() 고등학교() 대학교(),A10026966
0,개별난방,-,1호선,독이식,단일계약,63,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",대성건설(주),2011-07-29,5~10분이내,15~20분이내,계단식,분양,초등학교(송정중앙초) 중학교(정광중) 고등학교(정광고),A50671702
0,개별난방,-,-,독이식,기타,2,"관리사무소, 노인정, 보육시설, 어린이놀이터, 자전거보관소",라인건설,1994-12-23,5~10분이내,-,계단식,분양,초등학교(어룡초교) 중학교(정광중교) 고등학교(정광고교),A50676116
0,개별난방,-,1호선,-,단일계약,80,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",(주)라인건설,1997-11-06,5~10분이내,10~15분이내,계단식,분양,초등학교(송정중앙초교) 중학교(정광중교) 고등학교(정광고교),A50680213
0,개별난방,-,1호선,독이식,단일계약,55,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",모아건설산업(주),2001-12-10,5~10분이내,15~20분이내,계단식,분양,초등학교(어룡초교) 중학교(정광중교) 고등학교(정광고교) 대학교(광주여자대학교),A50671701
0,개별난방,-,1호선,-,단일계약,32,"관리사무소, 노인정, 자전거보관소",송광건설,1995-05-23,5~10분이내,10~15분이내,혼합식,분양,초등학교(송정중앙초교) 중학교(정광중) 고등학교(정광고),A50680307
0,개별난방,-,-,독이식,단일계약,28,"관리사무소, 노인정, 어린이놀이터",(주)온세계건설,2002-07-22,5분이내,-,계단식,분양,초등학교(어룡초교) 중학교(정광중교) 고등학교(정광고교),A50680204
0,개별난방,-,1호선,독이식,종합계약,94,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 기타",일진건설산업,2019-10-10,5분이내,20분초과,복도식,국민임대,-,A10025254
0,개별난방,-,-,독이식,단일계약,43,"관리사무소, 노인정, 어린이놀이터",대광건영,2007-01-02,5분이내,-,계단식,분양,초등학교(송우초) 중학교(광산중) 대학교(광주여대),A50605008
0,개별난방,-,1호선,도포식,단일계약,51,"관리사무소, 노인정, 보육시설, 어린이놀이터, 자전거보관소",(주)금호건설,1992-09-05,5분이내,20분초과,복도식,분양,초등학교(송우초등) 중학교(광산중교) 고등학교(광주자동화설비공업고등학교) 대학교(광주여자대학교),A50605007
0,개별난방,-,1호선,독이식,기타,0,"관리사무소, 노인정, 어린이놀이터",대한주택공사,1982-12-15,5분이내,-,계단식,분양,초등학교(송우초교) 중학교(광산중교) 고등학교(자동화설비공업고등학교) 대학교(광주여자대학교),A50605006
0,개별난방,-,-,도포식,단일계약,32,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",광주광역시 공영개발과,1992-11-18,5~10분이내,-,복도식,분양,초등학교(어등초교) 중학교(하남중학교) 대학교(광주여자대학교),A50681505
0,개별난방,-,-,"도포식,독이식",단일계약,32,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",우미산업개발,1992-03-07,5~10분이내,-,복도식,분양,초등학교(어등초교) 중학교(하남중교) 고등학교() 대학교(광주여대),A50605004
0,개별난방,-,1호선,도포식,기타,9,"관리사무소, 자전거보관소",대덕건설,1991-03-20,5~10분이내,10~15분이내,복도식,분양,초등학교() 중학교(),A50681301
0,개별난방,-,1호선,독이식,단일계약,105,"관리사무소, 노인정, 보육시설, 문고, 어린이놀이터, 자전거보관소",주)국제미소래,2017-06-15,5분이내,15~20분이내,계단식,임대,대학교(광주여자대학교),A10026925
0,개별난방,-,-,-,종합계약,86,"관리사무소, 주민공동시설, 어린이놀이터, 자전거보관소",(주)동부건설,2019-11-12,5분이내,10~15분이내,계단식,분양,-,A10025138
0,개별난방,-,-,독이식,기타,22,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",동산건설,1991-12-17,5~10분이내,20분초과,복도식,분양,초등학교(어등초교) 중학교(하남중교) 고등학교() 대학교(광주여대),A50605003
0,개별난방,-,-,-,단일계약,77,-,중해건설(주),2018-02-23,5분이내,-,계단식,분양,-,A10026398
0,개별난방,-,-,-,단일계약,229,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",중흥건설,2015-07-22,10~15분이내,20분초과,계단식,임대,-,A10027781
0,개별난방,-,1호선,도포식,단일계약,63,"관리사무소, 노인정, 보육시설, 어린이놀이터, 커뮤니티공간, 자전거보관소, 기타",대주건설,1992-10-16,5분이내,20분초과,복도식,임대,"초등학교(송우초교) 중학교(광산중교) 고등학교(정광고,보문고) 대학교(광주여대)",A50605009
0,개별난방,-,-,독이식,단일계약,46,"관리사무소, 노인정, 자전거보관소",(주)제일건설,1992-03-11,5~10분이내,5~10분이내,계단식,분양,초등학교(어등초교) 중학교(하남중교) 대학교(광주여자대학교),A50605002
0,개별난방,-,1호선,독이식,종합계약,59,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터",영록건설 외 2,2019-01-03,5분이내,-,복도식,임대,-,A10025707
0,중앙난방,-,-,-,단일계약,86,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소, 기타",광주고속외 5개업체,1990-12-23,5~10분이내,-,복도식,영구임대,초등학교(어등초교) 중학교(하남중교) 대학교(광주여자대학교),A50675212
0,중앙난방,-,-,독이식,단일계약,91,"관리사무소, 노인정, 보육시설, 어린이놀이터, 자전거보관소",대한주택공사,1991-11-23,5~10분이내,-,복도식,분양,초등학교(어등초교) 중학교(하남중) 대학교(광주여자대학교),A50681508
0,개별난방,-,-,"분무식,독이식",단일계약,73,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소, 기타",(주)호반건설,1998-09-14,10~15분이내,-,혼합식,분양,초등학교(비아초) 중학교(비아중),A50676002
0,개별난방,-,-,-,종합계약,196,"관리사무소, 노인정, 보육시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",금호건설,2019-04-08,10~15분이내,-,계단식,분양,-,A10025308
0,개별난방,-,-,독이식,기타,69,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",중흥건설,1995-12-28,5~10분이내,-,계단식,분양,초등학교(비아초) 중학교(),A50630101
0,개별난방,-,-,"도포식,분무식,독이식",기타,32,"관리사무소, 노인정, 어린이놀이터",중흥건설,1995-12-28,10~15분이내,-,복도식,분양,초등학교(비아초),A50630102
0,지역난방,-,-,도포식,종합계약,105,"관리사무소, 노인정, 보육시설, 문고, 어린이놀이터, 휴게시설, 자전거보관소",대방건설(주),2011-06-08,5~10분이내,-,계단식,분양,초등학교(수완초교) 중학교(성덕중) 고등학교(수완고교),A50630407
0,지역난방,-,-,독이식,종합계약,202,"관리사무소, 노인정, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소, 기타",대방건설,2013-12-23,5~10분이내,-,계단식,분양,"초등학교(수완초교,은빛초교) 중학교(수완중교) 고등학교(수완고교,명진고교)",A50630409
0,지역난방,-,-,"도포식,독이식",종합계약,183,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",혜림건설,2009-02-13,5분이내,-,계단식,분양,초등학교(큰별) 중학교(수완) 고등학교(세종) 대학교(광주여대),A50630402
0,지역난방,-,-,독이식,단일계약,63,"관리사무소, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소, 기타",영무토건,2012-07-11,5~10분이내,-,계단식,분양,"초등학교(큰별초,신가초) 중학교(수완중) 고등학교(명진고,수완고)",A50630408
0,지역난방,-,-,독이식,종합계약,99,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소, 기타",우미건설,2008-07-18,5~10분이내,-,계단식,분양,초등학교(은빛초등학교) 중학교(수완중학교) 고등학교(명진여고),A50630401
0,지역난방,-,1호선,"기구부착식,독이식",종합계약,191,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소",우미건설(주),2008-11-26,5분이내,20분초과,계단식,분양,초등학교(수완초) 고등학교(수완고),A50630405
0,지역난방,-,-,"도포식,독이식",종합계약,233,"관리사무소, 노인정, 보육시설, 주민공동시설, 커뮤니티공간, 자전거보관소",코오롱건설,2008-12-16,5~10분이내,-,계단식,분양,초등학교(수완6초) 중학교(수완1중) 고등학교(수완3고),A50630404
0,지역난방,-,-,"도포식,분무식,독이식",종합계약,175,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",현진건설,2009-03-25,5분이내,-,계단식,분양,초등학교(수완초) 중학교(수완고),A50630403
0,지역난방,-,-,도포식,종합계약,52,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",대주건설,2009-08-06,5분이내,-,계단식,분양,초등학교(수완초) 중학교(수완하나중학교) 고등학교(수완고),A50630406
0,개별난방,-,-,"도포식,독이식",단일계약,43,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",(주) 건영,1998-10-21,5~10분이내,-,계단식,분양,초등학교(미산초교) 중학교(월계중교) 고등학교(숭덕고) 대학교(광주과학기술원),A50630215
0,개별난방,-,-,독이식,단일계약,50,"관리사무소, 노인정, 어린이놀이터, 자전거보관소, 기타",금광기업,1997-03-28,10~15분이내,-,계단식,분양,초등학교(첨단초교) 중학교(비아중교) 고등학교(숭덕고),A50682110
0,개별난방,-,-,"도포식,독이식",단일계약,66,"관리사무소, 노인정, 보육시설, 어린이놀이터, 자전거보관소",금호건설(주),1996-05-29,5~10분이내,20분초과,계단식,분양,초등학교(미산초교) 중학교(월계중교) 고등학교(숭덕고),A50682020
0,개별난방,-,-,독이식,단일계약,49,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",라인건설,1995-08-07,5~10분이내,-,계단식,분양,초등학교(월계초교) 중학교(천곡중교) 고등학교(숭덕고교) 대학교(한국방송통신대),A50677124
0,개별난방,-,-,도포식,단일계약,62,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",라인건설,1997-05-30,5~10분이내,-,계단식,분양,초등학교(미산초교) 중학교(월계중교) 고등학교(숭덕고) 대학교(과학기술대학교),A50682013
0,개별난방,-,-,도포식,단일계약,22,"관리사무소, 주민공동시설, 휴게시설, 자전거보관소",(주)일군토건,2014-06-23,5분이내,-,복도식,분양,-,A50670802
0,개별난방,-,-,"도포식,독이식",단일계약,52,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",벽산건설,1998-11-28,5분이내,-,계단식,분양,"초등학교(정암초등학교) 중학교(비아중학교) 고등학교(숭덕고, 첨단고, 전자공고) 대학교(남부대학교)",A50682105
0,개별난방,-,-,"도포식,독이식",단일계약,64,"관리사무소, 노인정, 보육시설, 주민공동시설, 커뮤니티공간",선경건설,1997-11-20,5~10분이내,-,계단식,분양,초등학교(정암초교) 중학교(비아중교) 고등학교(숭덕고) 대학교(),A50682019
0,개별난방,-,-,"도포식,독이식",단일계약,64,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",성원건설,1997-01-04,5분이내,-,계단식,분양,"초등학교(미산초등학교) 중학교(월계중학교, 비아중학교) 고등학교(숭덕고)",A50630212
0,개별난방,-,-,독이식,단일계약,54,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",신동아건설,1996-11-28,5분이내,-,계단식,분양,초등학교(미산초) 중학교(월계중) 고등학교(숭덕고),A50630208
0,개별난방,-,-,"도포식,독이식",단일계약,64,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",일신건설,1995-12-27,5~10분이내,-,계단식,분양,초등학교(정암초교) 중학교(비아중교) 고등학교(숭덕고) 대학교(남부대학교),A50630214
0,개별난방,-,-,"도포식,독이식",단일계약,18,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",우미산업개발(주),1997-08-22,5~10분이내,20분초과,계단식,분양,"초등학교(월계초교) 중학교(천곡중교) 고등학교(숭덕고교, 첨단고) 대학교(한국방송통신대학교, 남부대학교)",A50630216
0,개별난방,-,-,도포식,단일계약,32,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",남양건설주식회사,1996-03-25,5~10분이내,-,계단식,분양,"초등학교(월계초교) 중학교(천곡중,첨단중교) 고등학교(숭덕고교) 대학교(한국방송통신대)",A50682317
0,개별난방,-,1호선,-,단일계약,180,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 유치원, 자전거보관소",대우,1997-12-26,5~10분이내,20분초과,계단식,분양,초등학교(미산초교) 중학교(월계중교) 고등학교(숭덕고) 대학교(남부대),A50681921
0,개별난방,-,-,독이식,단일계약,72,"관리사무소, 노인정, 보육시설, 어린이놀이터",동부건설,1997-06-07,10~15분이내,-,계단식,분양,초등학교(정암초교) 중학교(비아중교) 고등학교(숭덕) 대학교(),A50682118
0,지역난방,-,-,-,-,8,"관리사무소, 어린이놀이터",두산건설(주),1996-02-22,5~10분이내,-,계단식,분양,초등학교(월계초교) 중학교(천곡중교) 고등학교(숭덕고교),A50682323
0,개별난방,-,-,도포식,단일계약,46,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",모아건설(주),1997-03-28,5분이내,-,계단식,분양,초등학교(정암초교) 중학교(비아중교) 고등학교(숭덕고) 대학교(과학기술원),A50682104
0,개별난방,-,-,독이식,단일계약,0,"관리사무소, 노인정, 보육시설, 어린이놀이터, 자전거보관소",(주)공간 개발,1995-06-14,5~10분이내,-,계단식,분양,초등학교(월계초교) 중학교(천곡중교) 고등학교(숭덕고등학교) 대학교(남부대학교),A50682311
0,개별난방,-,-,도포식,단일계약,10,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",호반건설,1995-04-21,5~10분이내,-,계단식,분양,초등학교(월계초교) 중학교(천곡중교) 고등학교(숭덕고교),A50682309
0,개별난방,-,-,독이식,기타,34,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 자전거보관소",호반건설,1997-05-19,5~10분이내,-,계단식,분양,"초등학교(월계초교) 중학교(천곡중교) 고등학교(숭덕고교) 대학교(남부대학교, 한국방송통신대학교)",A50682222
0,지역난방,-,1호선,"도포식,독이식",종합계약,201,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",현대건설,2019-02-18,5분이내,20분초과,계단식,분양,-,A10025663
0,개별난방,-,1호선,-,단일계약,130,"관리사무소, 노인정, 보육시설, 문고, 어린이놀이터, 자전거보관소",중흥토건,2017-08-11,5분이내,-,계단식,분양,-,A10026853
0,개별난방,-,-,독이식,종합계약,55,"관리사무소, 주민공동시설, 어린이놀이터, 자전거보관소",대라주택건설(주),2019-10-01,5~10분이내,-,계단식,임대,-,A10025209
0,개별난방,-,-,도포식,단일계약,113,관리사무소,(주)센트럴파크,2015-09-11,5~10분이내,-,복도식,분양,-,A10027876
0,개별난방,-,-,독이식,단일계약,86,"관리사무소, 주민공동시설, 자전거보관소",유탑건설,2018-03-15,5분이내,20분초과,복도식,분양,-,A10026297
0,개별난방,-,-,독이식,단일계약,56,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터",대라종합건설(주),2018-11-01,5분이내,20분초과,계단식,임대,-,A10025940
0,개별난방,-,-,-,종합계약,78,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",대라종합건설(주),2019-11-01,5분이내,15~20분이내,계단식,임대,"초등학교(첨단초등학교) 중학교(월봉중학교) 고등학교(광주전자공업고등학교, 숭덕고등학교, 첨단고등학교) 대학교(남부대학교, 방송통신대학교)",A10025168
0,개별난방,-,-,도포식,종합계약,57,"관리사무소, 노인정",윤진종합건설(주),2015-09-09,5~10분이내,-,복도식,분양,-,A10027828
0,개별난방,-,-,도포식,단일계약,64,"관리사무소, 노인정, 문고, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",리젠시빌(주),2003-10-24,5~10분이내,-,계단식,분양,"초등학교(봉산초, 월봉초) 중학교(봉산중, 월봉중) 고등학교(광주전자공고) 대학교(남부대)",A50670502
0,개별난방,-,-,독이식,단일계약,96,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 자전거보관소",(주)리젠시빌,2003-10-24,5분이내,-,계단식,분양,초등학교(월봉초교) 중학교(월봉중교) 고등학교(광주전자고등학교) 대학교(남부대),A50630504
0,개별난방,-,1호선,독이식,단일계약,89,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 유치원, 자전거보관소",리젠시빌(주),2003-12-19,5분이내,20분초과,계단식,분양,초등학교(산월초) 중학교(봉산중) 고등학교(숭덕고) 대학교(남부대),A50630503
0,개별난방,-,-,독이식,단일계약,76,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",(주)부영주택,2005-05-27,5분이내,-,계단식,분양,초등학교(첨단초교) 중학교(비아중교) 고등학교(숭덕고교) 대학교(남부대),A50630502
0,개별난방,-,1호선,도포식,단일계약,230,"관리사무소, 노인정, 보육시설, 문고, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",부영건설,2003-11-17,5분이내,-,계단식,분양,"초등학교(봉산초) 중학교(봉산중,월계중) 고등학교(첨단고,숭덕고) 대학교(남부대)",A50630508
0,개별난방,-,-,독이식,단일계약,97,"관리사무소, 노인정, 보육시설, 어린이놀이터, 자전거보관소",(주)부영주택,2004-06-18,5~10분이내,-,계단식,임대+분양,초등학교(봉산초교) 중학교(봉산중교) 고등학교(광주전자공고) 대학교(남부대),A50670501
0,개별난방,-,-,독이식,단일계약,46,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",부영주택,2005-10-17,10~15분이내,-,계단식,분양,초등학교(봉산초교) 중학교(봉산중교) 고등학교(광주전자공고) 대학교(남부대),A50630501
0,개별난방,-,-,도포식,단일계약,107,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",(주)부영주택,2007-01-05,5분이내,-,계단식,분양,"초등학교(봉산초) 중학교(봉산중) 고등학교(첨단고,전자공고) 대학교(남부대)",A50630505
0,개별난방,-,-,도포식,단일계약,149,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",부강주택관리(주),2006-11-30,5분이내,-,계단식,분양,초등학교() 중학교() 고등학교() 대학교(),A50630507
0,개별난방,-,-,"도포식,독이식",단일계약,92,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",호반건설,2003-11-14,5~10분이내,-,계단식,분양,초등학교(월봉초교) 중학교(월봉중교) 고등학교(광주전자공고) 대학교(남부대),A50630506
0,개별난방,-,-,-,종합계약,15,"관리사무소, 노인정, 어린이놀이터",중흥건설(주),1995-12-14,5~10분이내,20분초과,계단식,분양,초등학교(풍영초교),A50630604
0,개별난방,-,-,독이식,단일계약,134,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 자전거보관소",(주)부영,2001-05-11,5~10분이내,-,계단식,분양,초등학교(풍영초교) 중학교(신가중학교) 고등학교(전남공고) 대학교(보건대),A50630608
0,개별난방,-,-,도포식,단일계약,30,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",(주)삼능주택,2003-06-19,5~10분이내,-,계단식,분양,초등학교(선창초교) 중학교(신가중교) 고등학교(세종고교) 대학교(보건대학교),A50630602
0,개별난방,-,-,"도포식,독이식",단일계약,110,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 자전거보관소",(주)대광건영,2016-09-28,5분이내,10~15분이내,혼합식,분양,초등학교(풍영초등학교) 중학교(신창중학교  신가중학교) 고등학교(진흥고등학교  전남공업고등학교) 대학교(광주보건대학교),A10027313
0,개별난방,-,1호선,독이식,종합계약,55,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",남양건설(주),2007-05-23,5분이내,20분초과,계단식,분양,초등학교(신창초) 중학교(신창중) 고등학교(진흥고) 대학교(보건대),A50630603
0,개별난방,-,-,도포식,단일계약,48,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",남양건설,2007-05-23,5분이내,-,계단식,분양,초등학교(선창초) 중학교(신가중) 고등학교(진흥고) 대학교(보건대),A50630601
0,개별난방,-,1호선,독이식,단일계약,248,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 자전거보관소",(주)부영주택,2006-08-23,5~10분이내,20분초과,계단식,분양,"초등학교(신창초,선창초,수문초) 중학교(신창중,진흥중) 고등학교(진흥고) 대학교(보건대)",A50630609
0,개별난방,-,-,독이식,단일계약,49,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",리젠시빌(주),2005-06-23,5~10분이내,-,계단식,분양,초등학교(신창초교) 중학교(진흥중교) 고등학교(진흥고교) 대학교(보건대학교),A50674301
0,개별난방,-,-,독이식,단일계약,108,"관리사무소, 노인정, 문고, 주민공동시설, 어린이놀이터, 자전거보관소",리젠시빌(주),2005-11-08,5~10분이내,-,계단식,분양,초등학교(수문초교) 중학교(진흥중교) 고등학교(진흥고교) 대학교(보건대학교),A50630607
0,개별난방,-,1호선,기구부착식,종합계약,38,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",대라주택건설(주),2017-12-20,5분이내,20분초과,계단식,분양,-,A10026620
0,개별난방,-,1호선,독이식,단일계약,32,"관리사무소, 노인정, 보육시설, 문고, 어린이놀이터, 자전거보관소",모아건설,2005-12-01,5~10분이내,-,계단식,임대,"초등학교(진만초교) 중학교(신가중,신창중,진흥중) 고등학교(세종고,전남공고,진흥고) 대학교(보건대학교,남부대학교)",A50674305
0,개별난방,-,-,독이식,단일계약,32,"관리사무소, 노인정, 어린이놀이터",(주)모아주택건설,2000-09-18,5~10분이내,-,혼합식,분양,"초등학교(신창초교) 중학교(진흥중,신창중) 고등학교(진흥고,전남공고) 대학교(보건대학교)",A50679306
0,개별난방,-,-,"도포식,독이식",단일계약,83,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",(주)부영,2005-01-26,5~10분이내,-,계단식,분양,초등학교(신창초교) 중학교(신창중교) 고등학교(전남공고) 대학교(보건대학교),A50674304
0,개별난방,-,-,"분무식,독이식",단일계약,124,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",부영주택,2005-09-02,5~10분이내,-,계단식,분양,"초등학교(수문초교) 중학교(신창중교,진흥중교) 고등학교(진흥고교) 대학교(남부대학교, 보건대학교)",A50674302
0,개별난방,-,-,도포식,단일계약,108,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",(주)부영주택,2006-11-30,5분이내,-,계단식,분양,초등학교(수문초등학교) 중학교(진흥중고교) 고등학교(진흥중고교) 대학교(보건대학교),A50630606
0,개별난방,-,-,"도포식,독이식",단일계약,63,"관리사무소, 자전거보관소",해광건설,2005-10-14,5~10분이내,-,계단식,분양,초등학교(풍영초교) 중학교(신가중학교),A50630605
0,개별난방,-,-,"도포식,분무식",단일계약,35,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",중흥건설,2002-10-15,5분이내,20분초과,계단식,국민임대,초등학교(진만초교) 고등학교(세종고교),A50630714
0,지역난방,-,-,분무식,단일계약,71,-,송촌종합건설,2009-05-28,5분이내,20분초과,복도식,임대,초등학교(큰별초) 중학교(수완중) 고등학교(세종고),A50630715
0,지역난방,-,-,독이식,단일계약,83,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",대성베르힐건설(주),2013-05-30,5분이내,-,계단식,분양,초등학교(큰별초) 중학교(수완중) 고등학교(수완고),A50670417
0,지역난방,-,-,독이식,단일계약,118,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",(주)남양건설,2009-05-19,5~10분이내,20분초과,복도식,임대,초등학교(큰별초) 중학교(수완중) 고등학교(세종고),A50670413
0,지역난방,-,-,-,단일계약,123,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",울트라건설,2009-12-15,5~10분이내,-,복도식,임대,초등학교(큰별초) 중학교(수완중) 고등학교(세종고) 대학교(광주여대),A50670414
0,지역난방,-,-,독이식,종합계약,208,"관리사무소, 노인정, 보육시설, 어린이놀이터, 휴게시설, 유치원, 자전거보관소, 기타",중흥건설산업(주),2009-05-28,5~10분이내,-,계단식,분양,"초등학교(고실초,수완초) 중학교(성덕중) 고등학교(수완고)",A50670410
0,지역난방,-,-,독이식,단일계약,91,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소, 기타",진아걸설,2012-12-07,5~10분이내,-,계단식,분양,"초등학교(큰별초,신가초,장덕초) 중학교(수완중,장덕중) 고등학교(세종고,장덕고)",A50670416
