시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명
강원도 강릉시 입암동,501,501,0,강동3,45.37,201211,12,"4,600",1,1993,강변로410번길 35
강원도 강릉시 입암동,321,321,0,강릉입암동금호어울림,157.22,201211,2,"25,623",2,2007,성덕로 328-15
강원도 강릉시 입암동,321,321,0,강릉입암동금호어울림,157.22,201211,9,"23,600",12,2007,성덕로 328-15
강원도 강릉시 입암동,321,321,0,강릉입암동금호어울림,123.65,201211,12,"21,500",13,2007,성덕로 328-15
강원도 강릉시 입암동,321,321,0,강릉입암동금호어울림,157.22,201211,12,"23,400",5,2007,성덕로 328-15
강원도 강릉시 입암동,321,321,0,강릉입암동금호어울림,157.22,201211,13,"22,500",2,2007,성덕로 328-15
강원도 강릉시 입암동,321,321,0,강릉입암동금호어울림,123.65,201211,17,"21,000",9,2007,성덕로 328-15
강원도 강릉시 입암동,321,321,0,강릉입암동금호어울림,157.22,201211,20,"22,800",2,2007,성덕로 328-15
강원도 강릉시 입암동,321,321,0,강릉입암동금호어울림,157.22,201211,22,"24,000",11,2007,성덕로 328-15
강원도 강릉시 입암동,321,321,0,강릉입암동금호어울림,157.22,201211,28,"26,691",12,2007,성덕로 328-15
강원도 강릉시 입암동,321,321,0,강릉입암동금호어울림,84.77,201211,28,"19,500",15,2007,성덕로 328-15
강원도 강릉시 입암동,608-3,608,3,삼우그린,59.89,201211,13,"5,100",3,1996,강변로 458
강원도 강릉시 입암동,210,210,0,이안강릉타운,122.72,201211,5,"21,500",7,2006,성덕로 316-22
강원도 강릉시 입암동,210,210,0,이안강릉타운,84.7,201211,7,"16,900",3,2006,성덕로 316-22
강원도 강릉시 입암동,210,210,0,이안강릉타운,84.7,201211,12,"17,500",13,2006,성덕로 316-22
강원도 강릉시 입암동,210,210,0,이안강릉타운,84.7,201211,15,"17,500",5,2006,성덕로 316-22
강원도 강릉시 입암동,210,210,0,이안강릉타운,122.72,201211,29,"20,200",10,2006,성덕로 316-22
강원도 강릉시 입암동,641,641,0,입암1주공,39.72,201211,6,"3,900",5,1986,강변로 364
강원도 강릉시 입암동,641,641,0,입암1주공,39.72,201211,19,"4,000",3,1986,강변로 364
강원도 강릉시 입암동,641,641,0,입암1주공,39.72,201211,20,"4,050",4,1986,강변로 364
강원도 강릉시 입암동,49,49,0,입암2주공,39.69,201211,3,"4,100",5,1990,강변로 508
강원도 강릉시 입암동,49,49,0,입암2주공,39.69,201211,14,"4,100",5,1990,강변로 508
강원도 강릉시 입암동,49,49,0,입암2주공,39.3,201211,17,"4,000",1,1990,강변로 508
강원도 강릉시 입암동,685,685,0,입암4주공,59.8,201211,30,"8,200",1,1996,성덕포남로 89
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,201211,1,"7,500",7,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,201211,8,"9,700",9,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,201211,9,"7,000",7,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,201211,15,"9,450",5,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,201211,23,"7,500",4,1998,성덕포남로 39
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,201211,30,"6,700",9,1998,성덕포남로 39
강원도 강릉시 입암동,639-84,639,84,입암백조,55.59,201211,21,"5,600",5,1986,강변로 368
강원도 강릉시 입암동,440,440,0,입암현대,59.956,201211,5,"9,100",14,1998,용지로 19
강원도 강릉시 입암동,440,440,0,입암현대,59.956,201211,17,"9,900",7,1998,용지로 19
강원도 강릉시 입암동,440,440,0,입암현대,59.956,201211,24,"9,600",8,1998,용지로 19
강원도 강릉시 입암동,440,440,0,입암현대,131.526,201211,25,"15,300",14,1998,용지로 19
강원도 강릉시 입암동,440,440,0,입암현대,99.604,201211,26,"15,000",6,1998,용지로 19
강원도 강릉시 입암동,440,440,0,입암현대,84.904,201211,29,"11,570",2,1998,용지로 19
강원도 강릉시 입암동,506-5,506,5,태평양임대,39.348,201211,16,"5,530",2,1998,강변로410번길 31-5
강원도 강릉시 저동,04월 04일,4,4,경포현대,84.915,201211,1,"11,300",5,1996,경포로463번안길 14
강원도 강릉시 저동,04월 04일,4,4,경포현대,59.785,201211,26,"7,700",4,1996,경포로463번안길 14
강원도 강릉시 저동,04월 04일,4,4,경포현대,59.785,201211,29,"8,000",1,1996,경포로463번안길 14
강원도 강릉시 주문진읍 교항리,240-11,240,11,극동,71.4,201211,1,"7,750",2,1991,웃사다리4길 20
강원도 강릉시 주문진읍 교항리,240-11,240,11,극동,71.4,201211,5,"7,100",12,1991,웃사다리4길 20
강원도 강릉시 주문진읍 교항리,240-11,240,11,극동,84.93,201211,27,"7,800",2,1991,웃사다리4길 20
강원도 강릉시 주문진읍 교항리,240-11,240,11,극동,84.93,201211,29,"7,500",5,1991,웃사다리4길 20
강원도 강릉시 주문진읍 교항리,Mar-67,67,3,동명,36.4,201211,17,"3,500",9,1995,학교1길 9
강원도 강릉시 주문진읍 교항리,06월 18일,18,6,동방타워맨션,121.13,201211,8,"9,200",10,1994,매맥이아랫길 24
강원도 강릉시 주문진읍 교항리,430-1,430,1,유성,49.89,201211,2,"3,500",5,1991,매맥이윗길 12-4
강원도 강릉시 주문진읍 주문리,378-2,378,2,대일,83.02,201211,2,"4,000",3,1994,불당골길 7-3
강원도 강릉시 주문진읍 주문리,311-1,311,1,현대프라자,52.38,201211,29,"3,800",4,1995,주문로 144
강원도 강릉시 지변동,334,334,0,덕원임대,33.471,201211,20,"2,200",8,1998,죽헌길85번길 25
강원도 강릉시 지변동,334,334,0,덕원임대,52.176,201211,30,"5,250",15,1998,죽헌길85번길 25
강원도 강릉시 초당동,149-1,149,1,동부,59.84,201211,13,"8,500",5,1997,연당길 75
강원도 강릉시 초당동,143,143,0,우성,84.77,201211,1,"12,200",7,1997,연당길 67-15
강원도 강릉시 초당동,143,143,0,우성,84.77,201211,13,"13,700",11,1997,연당길 67-15
강원도 강릉시 초당동,181,181,0,유화2,78.167,201211,5,"9,300",12,1994,연당길 94-6
강원도 강릉시 초당동,155,155,0,유화3,45.68,201211,10,"6,225",7,1996,연당길 82
강원도 강릉시 초당동,155,155,0,유화3,45.68,201211,25,"6,000",6,1996,연당길 82
강원도 강릉시 초당동,155,155,0,유화3,45.68,201211,29,"6,500",9,1996,연당길 82
강원도 강릉시 초당동,554,554,0,초당동청마루,84.89,201211,24,"14,700",1,2007,연당길 61
강원도 강릉시 포남동,1226-3,1226,3,대목5,84.94,201211,5,"8,500",3,1989,산양길 14
강원도 강릉시 포남동,1056,1056,0,미진1,84.6,201211,3,"8,800",4,1989,보래미하길 68
강원도 강릉시 포남동,1241-6,1241,6,미진맨션2,84.6,201211,20,"8,600",9,1990,강릉대로 422-12
강원도 강릉시 포남동,1241-6,1241,6,미진맨션2,82.5,201211,27,"8,000",1,1990,강릉대로 422-12
강원도 강릉시 포남동,898-17,898,17,삼우골든맨션,136.14,201211,29,"15,000",11,1991,용지각길20번길 8
강원도 강릉시 포남동,1125,1125,0,세화상가,57.66,201211,19,"5,500",3,1994,경강로2223번길 15
강원도 강릉시 포남동,1293-1,1293,1,일송,59.135,201211,14,"8,500",2,1995,하평3길 37
강원도 강릉시 포남동,1293-1,1293,1,일송,59.135,201211,18,"8,900",6,1995,하평3길 37
강원도 강릉시 포남동,1065,1065,0,포남1주공,42.55,201211,2,"3,700",5,1981,보래미상길 65
강원도 강릉시 포남동,1065,1065,0,포남1주공,41.98,201211,11,"3,640",4,1981,보래미상길 65
강원도 강릉시 포남동,1065,1065,0,포남1주공,41.98,201211,16,"3,800",5,1981,보래미상길 65
강원도 강릉시 포남동,1200,1200,0,포남2주공,39.69,201211,19,"5,150",3,1989,산양큰길 37
강원도 강릉시 홍제동,1007,1007,0,강릉홍제힐스테이트,127.802,201211,1,"22,038",6,2007,토성로 39
강원도 강릉시 홍제동,1007,1007,0,강릉홍제힐스테이트,127.802,201211,6,"19,925",1,2007,토성로 39
강원도 강릉시 홍제동,1007,1007,0,강릉홍제힐스테이트,129.689,201211,8,"25,700",9,2007,토성로 39
강원도 강릉시 홍제동,1007,1007,0,강릉홍제힐스테이트,84.409,201211,10,"22,500",8,2007,토성로 39
강원도 강릉시 홍제동,1007,1007,0,강릉홍제힐스테이트,84.961,201211,13,"21,600",4,2007,토성로 39
강원도 강릉시 홍제동,1007,1007,0,강릉홍제힐스테이트,127.802,201211,13,"19,925",2,2007,토성로 39
강원도 강릉시 홍제동,1007,1007,0,강릉홍제힐스테이트,127.802,201211,14,"21,501",4,2007,토성로 39
강원도 강릉시 홍제동,1007,1007,0,강릉홍제힐스테이트,129.689,201211,19,"27,000",15,2007,토성로 39
강원도 강릉시 홍제동,1007,1007,0,강릉홍제힐스테이트,129.689,201211,19,"19,148",1,2007,토성로 39
강원도 강릉시 홍제동,1007,1007,0,강릉홍제힐스테이트,129.689,201211,20,"18,439",1,2007,토성로 39
강원도 강릉시 홍제동,1007,1007,0,강릉홍제힐스테이트,127.802,201211,22,"19,407",1,2007,토성로 39
강원도 강릉시 홍제동,1007,1007,0,강릉홍제힐스테이트,127.802,201211,23,"18,188",1,2007,토성로 39
강원도 강릉시 홍제동,1007,1007,0,강릉홍제힐스테이트,129.689,201211,26,"19,148",1,2007,토성로 39
강원도 강릉시 홍제동,1007,1007,0,강릉홍제힐스테이트,84.961,201211,26,"22,500",14,2007,토성로 39
강원도 강릉시 홍제동,1007,1007,0,강릉홍제힐스테이트,127.802,201211,28,"21,181",3,2007,토성로 39
강원도 강릉시 홍제동,158,158,0,홍제푸르지오,84.9,201211,8,"18,500",8,2005,홍제로71번길 1
강원도 고성군 간성읍 상리,483-1,483,1,간성대명,39.6,201211,5,"4,000",11,1998,수성로 126-5
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,84.92,201211,6,"9,500",2,1998,남천마루2길 6
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,39.36,201211,6,"4,350",15,1998,남천마루2길 6
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,39.36,201211,14,"4,200",10,1998,남천마루2길 6
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,39.36,201211,27,"3,980",10,1998,남천마루2길 6
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,39.36,201211,29,"4,000",9,1998,남천마루2길 6
강원도 고성군 거진읍 거진리,428-5,428,5,동진,49.44,201211,2,"3,500",2,1989,거탄진로 21
강원도 고성군 거진읍 송포리,165,165,0,거진오션상떼빌,70.64,201211,12,"16,000",2,2006,해오름해변길 70
강원도 고성군 거진읍 송포리,165,165,0,거진오션상떼빌,70.64,201211,13,"13,800",14,2006,해오름해변길 70
강원도 고성군 거진읍 송포리,165,165,0,거진오션상떼빌,70.64,201211,13,"14,900",11,2006,해오름해변길 70
강원도 고성군 거진읍 송포리,165,165,0,거진오션상떼빌,70.64,201211,22,"15,300",3,2006,해오름해변길 70
강원도 고성군 거진읍 송포리,165,165,0,거진오션상떼빌,84.73,201211,23,"21,300",13,2006,해오름해변길 70
강원도 고성군 토성면 청간리,217,217,0,유진클래시움,49.8,201211,15,"9,300",12,2006,아야진해변길 1
강원도 고성군 토성면 청간리,217,217,0,유진클래시움,37.65,201211,21,"6,000",11,2006,아야진해변길 1
강원도 동해시 구미동,521,521,0,현진,59.8,201211,4,"5,200",6,1995,구미4길 1
강원도 동해시 구미동,521,521,0,현진,52.06,201211,9,"4,600",7,1995,구미4길 1
강원도 동해시 동회동,442,442,0,"대동1,2차",45,201211,5,"5,300",4,1995,청운1길 29
강원도 동해시 동회동,442,442,0,"대동1,2차",59.3575,201211,8,"8,500",12,1995,청운1길 29
강원도 동해시 동회동,442,442,0,"대동1,2차",73.4675,201211,30,"9,000",8,1995,청운1길 29
강원도 동해시 동회동,442,442,0,대동3차,59.3575,201211,5,"8,300",14,1996,청운1길 29
강원도 동해시 동회동,442,442,0,대동3차,59.3575,201211,15,"8,300",10,1996,청운1길 29
강원도 동해시 동회동,442,442,0,대동3차,45,201211,21,"4,500",2,1996,청운1길 29
강원도 동해시 동회동,442,442,0,북삼코아루,103.667,201211,23,"19,500",2,2007,효자남길 9
강원도 동해시 동회동,442,442,0,현대4차,84.5525,201211,6,"14,250",13,1998,청운1길 29
강원도 동해시 동회동,442,442,0,현대4차,59.3575,201211,21,"8,000",15,1998,청운1길 29
강원도 동해시 동회동,442,442,0,현대5차,84.9562,201211,26,"14,850",8,1999,청운1길 29
강원도 동해시 발한동,233-67,233,67,강경,46.54,201211,2,"3,130",5,1991,지리골길 36
강원도 동해시 발한동,599-5,599,5,경민2차,79.15,201211,9,"5,200",2,1991,수원지2길 6-9
강원도 동해시 발한동,253,253,0,대림,81.2342,201211,12,"10,000",8,2001,관사길 6
강원도 동해시 발한동,253,253,0,대림,81.2342,201211,12,"10,000",14,2001,관사길 6
강원도 동해시 발한동,597-36,597,36,대원,22.23,201211,10,600,3,1990,수원지2길 2
강원도 동해시 발한동,599-1,599,1,우석1차,32.28,201211,2,"1,800",5,1985,수원지2길 17-4
강원도 동해시 발한동,599-1,599,1,우석1차,32.28,201211,5,800,5,1985,수원지2길 15
강원도 동해시 발한동,599-1,599,1,우석1차,32.28,201211,26,"1,800",3,1985,수원지2길 15
강원도 동해시 부곡동,Jan-73,73,1,동해,57.43,201211,6,"2,150",5,1981,가마골길 42-10
강원도 동해시 부곡동,126-1,126,1,삼정상가2차,122.19,201211,17,"11,500",1,1994,임항로 55
강원도 동해시 부곡동,80,80,0,선샤인파크,77.1,201211,12,"9,500",14,2005,임항로 10
강원도 동해시 부곡동,111-1,111,1,유존,84.97,201211,9,"6,700",1,1995,부곡2길 26-1
강원도 동해시 부곡동,5-82,5,82,일정골든타워,59.93,201211,27,"5,865",11,1996,해안로 449
강원도 동해시 북평동,151-5,151,5,북평주공2차,47.01,201211,30,"3,700",5,1989,전천로 270
강원도 동해시 북평동,125,125,0,유화맨션,76.0975,201211,16,"6,000",5,1990,전천로 293
강원도 동해시 쇄운동,173-6,173,6,보배,59.79,201211,1,"4,000",11,1997,효자로 600-2
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,39.08,201211,1,"6,763",12,2012,효자로 572-1
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,60,201211,4,"9,544",7,2012,효자로 572-1
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,60,201211,4,"9,654",10,2012,효자로 572-1
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,60,201211,5,"9,654",10,2012,효자로 572-1
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,60,201211,9,"9,544",6,2012,효자로 572-1
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,60,201211,12,"9,434",4,2012,효자로 572-1
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,60,201211,12,"9,434",5,2012,효자로 572-1
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,60,201211,13,"9,654",11,2012,효자로 572-1
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,60,201211,13,"9,654",10,2012,효자로 572-1
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,60,201211,13,"9,654",10,2012,효자로 572-1
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,60,201211,13,"9,654",9,2012,효자로 572-1
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,39.08,201211,15,"6,686",7,2012,효자로 572-1
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,39.08,201211,15,"6,609",5,2012,효자로 572-1
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,60,201211,22,"9,215",2,2012,효자로 572-1
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,60,201211,23,"9,325",3,2012,효자로 572-1
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,60,201211,26,"9,434",4,2012,효자로 572-1
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,39.08,201211,26,"6,609",5,2012,효자로 572-1
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,60,201211,27,"9,544",7,2012,효자로 572-1
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,60,201211,27,"9,325",3,2012,효자로 572-1
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,60,201211,27,"9,434",5,2012,효자로 572-1
강원도 동해시 쇄운동,348,348,0,한림,49.57,201211,19,"1,400",4,1988,언당길 16
강원도 동해시 용정동,260-2,260,2,범주성지,53.75,201211,23,"3,900",1,1996,초원2길 5
강원도 동해시 용정동,260-2,260,2,범주성지,59.92,201211,26,"5,500",4,1996,초원2길 5
강원도 동해시 용정동,260-2,260,2,범주성지,59.92,201211,26,"5,700",5,1996,초원2길 5
강원도 동해시 이도동,302-6,302,6,강변,35.925,201211,28,"2,800",4,1996,전천로 175-24
강원도 동해시 이도동,155,155,0,이도1주공,49.62,201211,17,"5,700",6,1999,이원길 180-2
강원도 동해시 이도동,155,155,0,이도1주공,49.62,201211,27,"6,000",5,1999,이원길 180-2
강원도 동해시 이도동,154,154,0,이도2주공,59.39,201211,8,"8,500",2,1999,이원길 180-2
강원도 동해시 이도동,172,172,0,현대,59.97,201211,5,"8,100",11,1996,이원길 180
강원도 동해시 이로동,433-31,433,31,동해규수방,45.94,201211,8,"5,600",3,2007,월평로 49
강원도 동해시 이로동,433-31,433,31,동해규수방,54.42,201211,8,"6,000",5,2007,월평로 49
강원도 동해시 이로동,433-31,433,31,동해규수방,45.94,201211,8,"5,600",5,2007,월평로 49
